lat_cont1,lat_cont2,lat_cont3,lat_cont4,lat_cont5,lat_cont6,lat_cont7,lat_cont8,lat_cont9,lat_cont10,lat_cont11,lat_cont12,lat_cont13,lat_cont14,lat_cont15,lat_cont16,lat_cont17,lat_cont18,lat_cont19,lat_cont20,lat_cont21,lat_cont22,lat_cont23,lat_cont24,lat_cont25,lat_cont26,lat_cont27,lat_cont28,lat_cont29,lat_cont30,lat_cont31,lat_cont32,lat_cont33,lat_cont34,lat_cont35,lat_cont36,lat_cont37,lat_cont38,lat_cont39,lat_cont40,lat_cont41,lat_cont42,lat_cont43,lat_cont44,lat_cont45,lat_cont46,lat_cont47,lat_cont48,lat_cont49,lat_cont50,lat_cont51,lat_cont52,lat_cont53,lat_cont54,lat_cont55,lat_cont56,lat_cont57,lat_cont58,lat_cont59,lat_cont60,lat_cont61,lat_cont62,lat_cont63,lat_cont64,lat_cont65,lat_cont66,lat_cont67,lat_cont68,lat_cont69,lat_cont70,lat_cont71,lat_cont72,lat_cont73,lat_cont74,lat_cont75,lat_cont76,lat_cont77,lat_cont78,lat_cont79,lat_cont80,lat_cont81,lat_cont82,lat_cont83,lat_cont84,lat_cont85,lat_cont86,lat_cont87,lat_cont88,lat_cont89,lat_cont90,lat_cont91,lat_cont92,lat_cont93,lat_cont94,lat_cont95,lat_cont96,lat_cont97,lat_cont98
NaN,-36.3435539970007,-37.3168818992991,-37.2161791161659,-36.625,-36.4333742417486,-36.5799967261365,-37.125,-37.3205426811693,-37.375,-37.5716912953379,-36.4069452973217,-37.3775624781418,-37.524685947733,-37.4493130129002,-37.389391553094,-37.375,-37.4285066484896,-37.4093415363997,-37.4731953620338,-37.5258882614079,-37.375,-37.5822780776662,-37.625,-37.5830109684208,-37.5355025017068,-37.686646019514,-37.3960480442386,-37.625,-37.125,-37.375,-37.375,-37.625,-37.2497130727252,-37.3306648316316,-37.375,-37.375,-37.2200083062763,-37.2939295876309,-37.4964901526965,-37.7406254148843,-37.7258799160862,-37.6593732410103,-37.375,-37.375,-37.375,-37.303795160041,-37.4697263900403,-37.5442224121458,-37.5094109389283,-37.4725930628254,-37.4239574364944,-37.3595937051532,-37.125,-37.3638423767254,-37.2845216457921,-37.2923266714249,-37.2232507626607,-36.875,-36.875,-36.625,-36.875,-37.0264385853547,-36.9944500696739,-36.9374021593552,-37.125,-36.625,-36.625,-36.625,-36.6494122453453,-37.0972591262399,-36.8000369809894,-36.8457403038812,-36.8814063806241,-36.901561605082,-36.938413787299,-36.9520033043034,-36.875,-36.625,-37.125,-37.125,-37.1220633569828,-37.125,-37.125,-37.3171538368218,-37.2060594213054,-37.3331003875795,-37.316937059574,-37.3567744174105,-37.3630231178166,-37.375,-37.375,-37.3603480004799,-37.3214068350994,-37.2756630398007,-37.125,-36.9636894271378,-37.0267045457935
NaN,NaN,-37.125,-37.3738298695613,-36.375,NaN,NaN,-36.875,-37.375,-37.3215504389066,-37.4492281476919,-36.6170564572628,-37.375,-37.487783854398,-37.375,-37.4675395464275,-37.4578829345295,-37.4768942082011,-37.4750083731718,-37.4633607938714,-37.54142324175,-37.125,-37.5994986170608,-37.6299448702912,-37.625,-37.625,-37.625,-37.4762500596226,-37.875,-37.375,-37.5490309724665,-37.625,-37.7318394874608,-37.375,-37.375,-37.3932790089014,-37.4093781036813,-37.375,-37.375,-37.625,-37.6456015537305,-37.6452326958194,-37.7639698930913,-37.625,-37.5803577229355,-37.3791407427623,-37.375,-37.5322255875125,-37.5186255281795,-37.504417325641,-37.4806484592061,-37.4535071625831,-37.2583641956395,-37.3139566482139,-37.2882702572317,-37.125,-37.3581757382264,-37.324838267499,-37.1059213471947,-37.125,-36.875,-37.0603281612052,-37.125,-37.125,-37.125,-37.2938596304986,-36.875,-36.375,-36.875,-36.875,-37.0873523454255,-36.875,-36.875,-36.9939438978859,-36.9976684765737,-37.0221011332269,-37.0350526923829,-37.0690289178827,-36.875,-37.1736555848083,-37.2144255470172,-37.125,-37.1553857249134,-37.2023157088242,-37.3220126869816,-37.125,-37.2310292759308,-37.375,-37.375,-37.375,-37.3787008430985,-37.3781767710349,-37.375,-37.375,-37.2090381731457,-36.875,-36.875,-36.875
NaN,NaN,-37.1115035536116,-37.125,-36.3186302461781,NaN,NaN,-36.7128819277323,-37.5095273279111,-37.125,-37.375,-36.625,-37.1431678541438,-37.375,-37.3353079580904,-37.4663231293139,-37.4815156758718,-37.4772259395466,-37.5005350525832,-37.375,-37.5012142361007,-37.0474840208447,-37.5578457056427,-37.625,-37.6484856260366,-37.6547287290682,-37.540833719984,-37.5410047580724,-37.9569541738978,-37.4999236308457,-37.625,-37.6684484049811,-37.8625078758361,-37.625,-37.625,-37.625,-37.625,-37.4834558612659,-37.5249631588607,-37.6815906072599,-37.625,-37.625,-37.6901820078307,-37.6759600453417,-37.625,-37.5955329808867,-37.5608937601661,-37.4893389747093,-37.385794735124,-37.375,-37.375,-37.375,-37.125,-37.3736557225489,-37.125,-37.0409941813111,-37.287359814553,-37.2900949033624,-37.125,-37.1479160775999,-37.0998684185406,-37.125,-37.2525704629038,-37.2387340233168,-37.1753429377645,-37.3454046603308,-36.9251426828822,-36.3247255880338,-36.878906738898,-36.8790382098852,-37.0185131699219,-36.9505302830808,-36.974785721098,-37.0551107727853,-37.0447642189714,-37.0434175520588,-37.0589149149496,-37.125,-36.9756840344309,-37.1787941482726,-37.2060325933914,-37.2407321355705,-37.2652609043241,-37.3017409810455,-37.2409950558128,-36.875,-37.125,-37.3808311090309,-37.3899866006706,-37.3946403392134,-37.4115603267605,-37.417419144539,-37.4148802336632,-37.3923257937071,-37.125,-36.8451581393729,-36.865553326863,-36.842808053943
NaN,NaN,-36.875,-36.875,NaN,NaN,NaN,NaN,-37.6095488852045,-37.0783248785677,-37.2489027749823,-36.8551125616981,-37.125,-37.3430618765218,-37.125,-37.375,-37.4504813996099,-37.4156882259501,-37.4768591076249,-37.125,-37.3882734061785,NaN,-37.37969245812,-37.6083439887686,-37.6593834066128,-37.7124894026762,-37.4834831013721,-37.625,-37.9392588701715,-37.625,-37.7156970948405,-37.7985432873615,-37.875,-37.6393896537014,-37.641098988564,-37.6482642739632,-37.6634736971967,-37.625,-37.625,-37.8001244361954,-37.4682982980836,-37.4797750820963,-37.625,-37.7803473703776,-37.7151596377842,-37.6122930724581,-37.5924934589022,-37.375,-37.375,-37.3747820664855,-37.3568196950945,-37.3355958585635,-36.9581704021846,-37.2755239782748,-37.032330532781,-36.875,-37.125,-37.125,-37.3076150589336,-37.3105081030253,-37.125,-37.2660132567439,-37.3338146388936,-37.3704560604999,-37.3388002058035,-37.125,-37.125,NaN,-37.0331846385321,-37.0251912468207,-36.9098484908057,-37.0412766444765,-37.0459670909536,-37.0655375500358,-37.0495718963655,-37.0069890753659,-37.0288571129591,-37.1582947880468,-37.125,-37.125,-37.125,-37.251787262541,-37.2679027283572,-37.3181344771075,-37.125,-36.625,-36.875,-37.375,-37.375,-37.375,-37.3838472966101,-37.398148582901,-37.4049300102141,-37.3945999351014,-36.875,NaN,NaN,NaN
NaN,NaN,-36.6743924036836,-36.7061541846094,NaN,NaN,NaN,NaN,-37.375,-36.875,-37.125,-36.875,-36.875,-37.125,-36.9183390007204,-37.3661555841674,-37.375,-37.375,-37.375,-36.9472606917643,-37.375,NaN,-37.375,-37.375,-37.625,-37.625,-37.4240265500434,-37.6704143147537,-37.875,-37.669548864898,-37.8310653549463,-37.875,-37.9076163198408,-37.8252628961546,-37.844488534654,-37.8188132289412,-37.8265438862346,-37.6856781065693,-37.7103307434088,-37.7793251230723,-37.375,-37.375,-37.5472931009335,-37.7089001446902,-37.6726923088834,-37.5379051588289,-37.5330500785489,-37.3357020988067,-37.129379149191,-37.125,-37.125,-37.125,-36.875,-37.125,-36.875,-36.625,-37.0548846524067,-37.0705291204869,-37.3186831559162,-37.3299576856189,-37.2827313694149,-37.3590630214099,-37.2380387652287,-37.3571401911753,-37.3729478580426,-36.875,-37.1259412888771,NaN,-37.1118894118463,-37.1013932785138,-36.875,-37.090208282391,-37.0712825710623,-37.0209751481693,-37.0015384729762,-36.9087578777777,-36.9307491832835,-37.1376230087743,-37.1636326125938,-37.0863148336887,-37.1141198124669,-37.1683074651123,-37.1747157180879,-37.2435188204338,-36.9809888241458,-36.6185141528877,-36.6386039127784,-37.3541261050071,-37.3341759107939,-37.3521973025269,-37.375,-37.375,-37.375,-37.375,-36.8097769816333,NaN,NaN,NaN
NaN,NaN,-36.625,-36.625,NaN,NaN,NaN,NaN,-37.125,-36.625,-36.9947959569874,-37.125,-36.625,-37.098982536505,NaN,-37.125,-37.125,-37.125,-37.125,NaN,-37.125,NaN,-37.125,-37.125,-37.375,-37.375,-37.375,-37.8524611385215,-37.8273417431005,-37.7626578236725,-37.875,-37.8794289710076,-37.875,-37.875,-37.875,-37.875,-37.875,-37.8318349660824,-37.8417577443947,-37.625,-37.2184488869317,-37.2505428683615,-37.375,-37.625,-37.625,-37.3995306483309,-37.4041331753505,-37.125,-37.125,-37.1159282481935,-37.1062825590115,-37.0795247876296,-36.625,-36.9976757027457,-36.625,-36.375,-36.875,-36.875,-37.1799243977181,-37.1525820645533,-37.3238776129871,-37.2753576509535,-37.125,-37.125,-37.125,-36.625,-37.2705484612939,NaN,-37.0903178291895,-37.1044214979736,-36.7422702127722,-37.0877169773386,-37.0414944542718,-36.875,-36.875,-36.875,-36.875,-37.125,-37.215220549655,-36.8910637778679,-36.9103173683917,-37.125,-37.125,-37.125,-36.875,NaN,NaN,-37.241815830683,-37.1334176268213,-37.174108719352,-37.2362868408293,-37.2723458982209,-37.2960443216571,-37.2939466824536,NaN,NaN,NaN,NaN
NaN,NaN,-36.5313804113187,-36.4373774814534,NaN,NaN,NaN,NaN,-37.0315861369517,-36.5080279941365,-36.875,-37.375,-36.4330177663558,-36.875,NaN,-36.9970773677894,-36.8784428418555,-37.0270542972293,-36.9089585895634,NaN,-36.912884177331,NaN,-37.0932106411249,-37.094106259754,-37.2065884554774,-37.3033537931255,-37.1765875017352,-37.875,-37.7172569281635,-37.875,-37.9146191282209,-37.875,-37.625,-37.93605975607,-37.9311055318569,-37.9034752484281,-37.8877035593876,-37.875,-37.8726869425423,-37.375,-37.125,-37.125,-37.3739184513476,-37.5740296222566,-37.5674742330953,-37.375,-37.375,-36.9554173768689,-36.875,-36.875,-36.875,-36.875,-36.5729325267891,-36.875,-36.4033186300203,-36.3396191298228,-36.625,-36.625,-37.125,-37.125,-37.1990903965637,-37.125,-36.875,-36.875,-36.875,-36.6229070519041,-37.3405079291861,NaN,-36.875,-36.875,-36.625,-36.875,-36.875,-36.625,-36.625,-36.625,-36.625,-37.0547922449658,-37.1864433479063,-36.875,-36.875,-36.9209806946673,-36.8811013535531,-36.9871742901866,-36.8134304403425,NaN,NaN,-37.125,-37.125,-37.125,-37.125,-37.125,-37.125,-37.125,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.625,-37.5392893771958,NaN,-36.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.125,-37.9080459235072,-37.6389988929896,-37.8929742284756,-37.9330146484468,-37.7404326882373,-37.375,-37.9380738759229,-37.875,-37.875,-37.875,-37.8827495173368,-37.625,-37.125,-36.875,-36.875,-37.125,-37.4096797975295,-37.4159811384431,-37.1299056354355,-37.1563588257978,-36.875,-36.625,-36.625,-36.625,-36.625,NaN,-36.625,NaN,NaN,-36.375,-36.375,-36.875,-36.875,-37.125,-36.875,-36.625,-36.625,-36.625,NaN,-37.125,NaN,-36.625,-36.625,-36.375,-36.625,-36.625,-36.375,-36.375,-36.375,-36.375,-36.9246228518228,-37.125,-36.625,-36.625,-36.875,-36.875,-36.875,NaN,NaN,NaN,-36.875,-36.875,-36.875,-36.875,-36.875,-36.875,-36.875,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.482740494568,-37.625,NaN,-36.4008726439652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.9929966867363,-37.875,-37.625,-37.9709075632025,-37.875,-37.625,-37.125,-37.875,-37.8412736015619,-37.69718713249,-37.625,-37.875,-37.375,-36.875,-36.7827217616988,-36.7427226158176,-36.875,-37.375,-37.375,-37.125,-37.125,-36.8059482790619,-36.5955266223653,-36.5558025918433,-36.5181952997606,-36.4837470637921,NaN,-36.4952557603394,NaN,NaN,-36.3171597043781,-36.3625004737626,-36.6871186094857,-36.625,-36.875,-36.625,-36.4686072722939,-36.4637921693367,-36.5686192917533,NaN,-36.875,NaN,-36.6042927888366,-36.5480436308221,-36.139280432694,-36.4293175261911,-36.3923838574957,-36.3530658835014,-36.3105018688729,-36.3066842999679,-36.3432287265104,-36.875,-37.098683479822,-36.5724002522245,-36.6007015117276,-36.6967630061553,-36.8603614812039,-36.7597383440285,NaN,NaN,NaN,-36.6795595806607,-36.8044485547295,-36.7725711325574,-36.713348672061,-36.7101508970191,-36.7167884057913,-36.7536018066316,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.7262276483333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.625,-37.4877071987288,-37.9635257046357,-37.625,-37.375,-37.1114333568028,-37.625,-37.625,-37.625,-37.375,-37.625,-37.2812597334733,-36.625,NaN,NaN,-36.625,-37.1259234974915,-37.1410097969469,-36.875,-36.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.625,-36.375,-36.625,-36.375,NaN,NaN,NaN,NaN,-36.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.625,-36.9571941812799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.6732140290659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.405079208767,-37.375,-37.875,-37.4558665667346,-37.298287119733,-36.875,-37.375,-37.375,-37.375,-37.3022146316415,-37.375,-37.125,-36.4457486308508,NaN,NaN,-36.6077366922996,-37.125,-37.125,-36.8716279415333,-36.8244221266938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.4693897459348,-36.3195896750964,-36.3891008806375,-36.3606527761163,NaN,NaN,NaN,NaN,-36.5727307628361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.4285019032307,-36.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.1685043643352,-37.625,NaN,NaN,-36.625,-37.125,-37.125,-37.125,-37.125,-37.2634779684285,-36.875,NaN,NaN,NaN,NaN,-36.875,-36.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.5167376225635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.125,-37.4760027778092,NaN,NaN,-36.4738917923022,-37.0140124173056,-36.9090208039834,-36.875,-36.875,-37.125,-36.625,NaN,NaN,NaN,NaN,-36.8424128266505,-36.8278492160544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.4478459223803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.875,NaN,NaN,NaN,NaN,-36.875,-36.875,-36.7828121937417,-36.6387482100253,-36.875,-36.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.3331047988959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.6290176902457,NaN,NaN,NaN,NaN,-36.625,-36.625,-36.625,-36.625,-36.625,-36.1639902382731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.1388121597988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.375,-36.375,-36.375,-36.375,-36.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-37.125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.2718578041047,-36.2275275546879,-36.2750002666739,-36.3220072307929,-36.1588941667451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.7029502202132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-36.5919558849096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
